CODIGO_ENTIDAD|NOMBRE|TIPO_GESTION|ESTADO_LICENCIAMIENTO|PERIODO_LICENCIAMIENTO|CODIGO_FILIAL|NOMBRE_FILIAL|DEPARTAMENTO_FILIAL|PROVINCIA_FILIAL|CODIGO_LOCAL|DEPARTAMENTO_LOCAL|PROVINCIA_LOCAL|DISTRITO_LOCAL|LATITUD_UBICACION|LONGITUD_UBICACION|TIPO_AUTORIZACION_LOCAL|DENOMINACION_PROGRAMA|TIPO_NIVEL_ACADEMICO|NIVEL_ACADEMICO|CODIGO_CLASE_PROGRAMA_N2|NOMBRE_CLASE_PROGRAMA_N2|TIPO_AUTORIZACION_PROGRAMA|TIPO_AUTORIZACION_PROGRAMA_LOCAL;
054|UNIVERSIDAD PERUANA DE CIENCIAS APLICADAS S.A.C.|PRIVADO|LICENCIA OTORGADA|6|S|UPC-LIMA|LIMA|LIMA|SL10|LIMA|LIMA|CHORRILLOS|-12.1964766|-77.0055369|AUTORIZADO POR LIC.|ADMINISTRACION Y RECURSOS HUMANOS|PREGRADO|CARRERA PROFESIONAL|41|ADMINISTRACION Y COMERCIO|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.;
071|UNIVERSIDAD CATOLICA SEDES SAPIENTIAE|PRIVADO|LICENCIA OTORGADA|6|F02|UCSS-UCAYALI|UCAYALI|ATALAYA|F02L01|UCAYALI|ATALAYA|RAYMONDI|-10.7299969|-73.7556001|AUTORIZADO POR LIC.|EDUCACION BASICA BILINGUE INTERCULTURAL|PREGRADO|CARRERA PROFESIONAL|19|OTROS PROGRAMAS EN EDUCACION|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.;
084|UNIVERSIDAD NACIONAL INTERCULTURAL DE LA AMAZONIA|PUBLICO|LICENCIA OTORGADA|6|S|UNIA-UCAYALI|UCAYALI|CORONEL PORTILLO|SL01|UCAYALI|CORONEL PORTILLO|YARINACOCHA|-8.3478339|-74.5906663|AUTORIZADO POR LIC.|EDUCACION PRIMARIA BILINGUE|PREGRADO|CARRERA PROFESIONAL|11|EDUCACION INICIAL Y PRIMARIA|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.;
064A|UNIVERSIDAD PRIVADA SAN JUAN BAUTISTA S.A.C.|PRIVADO|LICENCIA OTORGADA|6|S|UPSJB-LIMA|LIMA|LIMA|SL01|LIMA|LIMA|CHORRILLOS|-12.196162|-77.006245|AUTORIZADO POR LIC.|ENFERMERIA|PREGRADO|CARRERA PROFESIONAL|91|SALUD|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.;
015|UNIVERSIDAD CATOLICA DE SANTA MARIA|PRIVADO|LICENCIA OTORGADA|6|S|UCSM-AREQUIPA|AREQUIPA|AREQUIPA|SL02|AREQUIPA|AREQUIPA|AREQUIPA|-16.4048982|-71.5498378|AUTORIZADO POR LIC.|MAESTRIA EN QUIMICA DEL MEDIO AMBIENTE|POSGRADO|MAESTRIA|53|CIENCIAS FISICAS Y QUIMICAS|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.;
001|UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS|PUBLICO|LICENCIA OTORGADA|10|S|UNMSM-LIMA|LIMA|LIMA|SL02|LIMA|LIMA|LA VICTORIA|-12.0579394|-77.0229596|AUTORIZADO POR LIC.|FARMACIA Y BIOQUIMICA|POSGRADO|DOCTORADO|91|SALUD|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.;
001|UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS|PUBLICO|LICENCIA OTORGADA|10|S|UNMSM-LIMA|LIMA|LIMA|SL02|LIMA|LIMA|LA VICTORIA|-12.0579394|-77.0229596|AUTORIZADO POR LIC.|ANESTESIOLOGIA|POSGRADO|SEGUNDA ESPECIALIDAD|91|SALUD|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.;
019|UNIVERSIDAD DE SAN MARTIN DE PORRES|PRIVADO|LICENCIA OTORGADA|6|S|USMP-LIMA|LIMA|LIMA|SL10|LIMA|LIMA|MIRAFLORES|-12.1252318|-77.0217595|AUTORIZADO POR LIC.|GOBIERNO Y POLITICA PUBLICA|POSGRADO|DOCTORADO|31|CIENCIAS SOCIALES Y DEL COMPORTAMIENTO|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.;
014|UNIVERSIDAD PERUANA CAYETANO HEREDIA|PRIVADO|LICENCIA OTORGADA|10|S|UPCH-LIMA|LIMA|LIMA|SL04|LIMA|LIMA|MIRAFLORES|-12.13402606|-77.02627908|AUTORIZADO POR LIC.|GENETICA MEDICA|POSGRADO|SEGUNDA ESPECIALIDAD|91|SALUD|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.;
013|UNIVERSIDAD NACIONAL DE PIURA|PUBLICO|LICENCIA OTORGADA|6|S|UNP-PIURA|PIURA|PIURA|SL01|PIURA|PIURA|CASTILLA|-5.179311|-80.6188325|AUTORIZADO POR LIC.|ECONOMIA|PREGRADO|CARRERA PROFESIONAL|31|CIENCIAS SOCIALES Y DEL COMPORTAMIENTO|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.;
015|UNIVERSIDAD CATOLICA DE SANTA MARIA|PRIVADO|LICENCIA OTORGADA|6|S|UCSM-AREQUIPA|AREQUIPA|AREQUIPA|SL02|AREQUIPA|AREQUIPA|AREQUIPA|-16.4048982|-71.5498378|AUTORIZADO POR LIC.|DOCTORADO EN EDUCACION|POSGRADO|DOCTORADO|19|OTROS PROGRAMAS EN EDUCACION|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.;
014|UNIVERSIDAD PERUANA CAYETANO HEREDIA|PRIVADO|LICENCIA OTORGADA|10|S|UPCH-LIMA|LIMA|LIMA|SL04|LIMA|LIMA|MIRAFLORES|-12.13402606|-77.02627908|AUTORIZADO POR LIC.|PROGRAMA DE SEGUNDA ESPECIALIDAD PROFESIONAL EN MEDICINA DEL DEPORTE|POSGRADO|SEGUNDA ESPECIALIDAD|91|SALUD|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.;
003|UNIVERSIDAD NACIONAL DE SAN ANTONIO ABAD DEL CUSCO|PUBLICO|LICENCIA OTORGADA|8|S|UNSAAC-CUSCO|CUSCO|CUSCO|SL01|CUSCO|CUSCO|CUSCO|-13.52193|-71.9583208|AUTORIZADO POR LIC.|BIOLOGIA|PREGRADO|CARRERA PROFESIONAL|51|CIENCIAS BIOLOGICAS Y AFINES|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.;
035|UNIVERSIDAD NACIONAL DE UCAYALI|PUBLICO|LICENCIA OTORGADA|6|S|UNU-UCAYALI|UCAYALI|CORONEL PORTILLO|SL01|UCAYALI|CORONEL PORTILLO|CALLERIA|-8.3948987|-74.5776093|AUTORIZADO POR LIC.|PROGRAMA DE SEGUNDA ESPECIALIZACION EN TECNOLOGIA EDUCATIVA, CON MENCION EN: EVALUACION EDUCATIVA|POSGRADO|SEGUNDA ESPECIALIDAD|00|NINGUNO|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.;
014|UNIVERSIDAD PERUANA CAYETANO HEREDIA|PRIVADO|LICENCIA OTORGADA|10|S|UPCH-LIMA|LIMA|LIMA|SL04|LIMA|LIMA|MIRAFLORES|-12.13402606|-77.02627908|AUTORIZADO POR LIC.|PROGRAMA DE SEGUNDA ESPECIALIDAD PROFESIONAL EN NEUROLOGIA|POSGRADO|SEGUNDA ESPECIALIDAD|91|SALUD|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.;
026|UNIVERSIDAD NACIONAL DANIEL ALCIDES CARRION|PUBLICO|LICENCIA OTORGADA|6|F01|UNDAC-PASCO|PASCO|OXAPAMPA|F01L01|PASCO|OXAPAMPA|OXAPAMPA|-10.5750237|-75.400011|AUTORIZADO POR LIC.|ZOOTECNIA|PREGRADO|CARRERA PROFESIONAL|81|AGRICULTURA|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.;
015|UNIVERSIDAD CATOLICA DE SANTA MARIA|PRIVADO|LICENCIA OTORGADA|6|S|UCSM-AREQUIPA|AREQUIPA|AREQUIPA|SL02|AREQUIPA|AREQUIPA|AREQUIPA|-16.4048982|-71.5498378|AUTORIZADO POR LIC.|MAESTRIA EN DERECHOS HUMANOS|POSGRADO|MAESTRIA|42|DERECHO|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.;
051|UNIVERSIDAD NACIONAL DE HUANCAVELICA|PUBLICO|LICENCIA OTORGADA|6|S|UNH-HUANCAVELICA|HUANCAVELICA|HUANCAVELICA|SL01|HUANCAVELICA|HUANCAVELICA|HUANCAVELICA|-12.7781367|-74.9614392|AUTORIZADO POR LIC.|INGENIERIA CIVIL|PREGRADO|CARRERA PROFESIONAL|73|ARQUITECTURA Y CONSTRUCCION|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.;
042|UNIVERSIDAD NACIONAL DEL SANTA|PUBLICO|LICENCIA OTORGADA|6|S|UNS-ANCASH|ANCASH|SANTA|SL01|ANCASH|SANTA|NUEVO CHIMBOTE|-9.1195533|-78.5133704|DECLARADO|SEGUNDA ESPECIALIDAD PROFESIONAL EN ENFERMERIA MENCION CUIDADOS QUIRURGICOS|POSGRADO|SEGUNDA ESPECIALIDAD|00|NINGUNO|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.;
014|UNIVERSIDAD PERUANA CAYETANO HEREDIA|PRIVADO|LICENCIA OTORGADA|10|S|UPCH-LIMA|LIMA|LIMA|SL04|LIMA|LIMA|MIRAFLORES|-12.13402606|-77.02627908|AUTORIZADO POR LIC.|PROGRAMA DE SEGUNDA ESPECIALIDAD PROFESIONAL EN PSIQUIATRIA|POSGRADO|SEGUNDA ESPECIALIDAD|91|SALUD|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.;
013|UNIVERSIDAD NACIONAL DE PIURA|PUBLICO|LICENCIA OTORGADA|6|S|UNP-PIURA|PIURA|PIURA|SL01|PIURA|PIURA|CASTILLA|-5.179311|-80.6188325|AUTORIZADO POR LIC.|MAESTRIA EN SALUD PUBLICA CON MENCION EN GERENCIA EN SALUD|POSGRADO|MAESTRIA|02|SERVICIOS DE HIGIENE Y SALUD OCUPACIONAL|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.;
042|UNIVERSIDAD NACIONAL DEL SANTA|PUBLICO|LICENCIA OTORGADA|6|S|UNS-ANCASH|ANCASH|SANTA|SL01|ANCASH|SANTA|NUEVO CHIMBOTE|-9.1195533|-78.5133704|DECLARADO|DOCTORADO EN INGENIERIA MECANICA|POSGRADO|DOCTORADO|71|INGENIERIA Y PROFESIONES AFINES|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.;
002|UNIVERSIDAD NACIONAL DE SAN CRISTOBAL DE HUAMANGA|PUBLICO|LICENCIA OTORGADA|6|S|UNSCH-AYACUCHO|AYACUCHO|HUAMANGA|SL01|AYACUCHO|HUAMANGA|AYACUCHO|-13.1612654|-74.2257339|AUTORIZADO POR LIC.|MAESTRIA EN SALUD PUBLICA|POSGRADO|MAESTRIA|02|SERVICIOS DE HIGIENE Y SALUD OCUPACIONAL|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.;
007|UNIVERSIDAD NACIONAL AGRARIA LA MOLINA|PUBLICO|LICENCIA OTORGADA|8|S|UNALM-LIMA|LIMA|LIMA|SL01|LIMA|LIMA|LA MOLINA|-12.0817493|-76.9431895|AUTORIZADO POR LIC.|ECONOMIA DE LOS RECURSOS NATURALES Y EL DESARROLLO SUSTENTABLE|POSGRADO|DOCTORADO|31|CIENCIAS SOCIALES Y DEL COMPORTAMIENTO|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.;
046|UNIVERSIDAD PRIVADA ANTENOR ORREGO|PRIVADO|LICENCIA OTORGADA|6|S|UPAO-LA LIBERTAD|LA LIBERTAD|TRUJILLO|SL01|LA LIBERTAD|TRUJILLO|TRUJILLO|-8.1270487|-79.0314756|AUTORIZADO POR LIC.|CIRUGIA PLASTICA|POSGRADO|SEGUNDA ESPECIALIDAD|91|SALUD|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.;
003|UNIVERSIDAD NACIONAL DE SAN ANTONIO ABAD DEL CUSCO|PUBLICO|LICENCIA OTORGADA|8|F07|UNSAAC-MADRE DE DIOS|MADRE DE DIOS|TAMBOPATA|F07L01|MADRE DE DIOS|TAMBOPATA|TAMBOPATA|-12.5825295|-69.1932762|AUTORIZADO POR LIC.|MAESTRIA EN SALUD PUBLICA MENCION SALUD OCUPACIONAL|POSGRADO|MAESTRIA|00|NINGUNO|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.;
014|UNIVERSIDAD PERUANA CAYETANO HEREDIA|PRIVADO|LICENCIA OTORGADA|10|S|UPCH-LIMA|LIMA|LIMA|SL04|LIMA|LIMA|MIRAFLORES|-12.13402606|-77.02627908|AUTORIZADO POR LIC.|ANALISIS DEMOGRAFICO|POSGRADO|SEGUNDA ESPECIALIDAD|00|NINGUNO|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.;
108|UNIVERSIDAD DE CIENCIAS Y ARTES DE AMERICA LATINA S.A.C.|PRIVADO|LICENCIA OTORGADA|6|S|UCAL-LIMA|LIMA|LIMA|SL01|LIMA|LIMA|LA MOLINA|-12.0857224|-76.9086688|AUTORIZADO POR LIC.|DISEÑO GRAFICO ESTRATEGICO|PREGRADO|CARRERA PROFESIONAL|21|ARTE|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.;
039|UNIVERSIDAD ANDINA DEL CUSCO|PRIVADO|LICENCIA OTORGADA|6|S|UAC-CUSCO|CUSCO|CUSCO|SL02|CUSCO|CUSCO|CUSCO|-13.5197131|-71.977133|AUTORIZADO POR LIC.|DERECHO DEL TRABAJO Y DE LA SEGURIDAD SOCIAL|POSGRADO|MAESTRIA|42|DERECHO|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.;
006|UNIVERSIDAD NACIONAL DE INGENIERIA|PUBLICO|LICENCIA OTORGADA|10|S|UNI-LIMA|LIMA|LIMA|SL01|LIMA|LIMA|RIMAC|-12.0220074|-77.0493646|AUTORIZADO POR LIC.|SEGUNDA ESPECIALIZACION PROFESIONAL EN INGENIERIA SANITARIA -RESIDUOS SOLIDOS|POSGRADO|SEGUNDA ESPECIALIDAD|00|NINGUNO|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.;
052A|UNIVERSIDAD CESAR VALLEJO S.A.C.|PRIVADO|LICENCIA OTORGADA|6|S|UPCV-LA LIBERTAD|LA LIBERTAD|TRUJILLO|SL01|LA LIBERTAD|TRUJILLO|VICTOR LARCO HERRERA|-8.1293904|-79.0433213|AUTORIZADO POR LIC.|SEGUNDA ESPECIALIDAD EN MEDICINA DE REHABILITACION|POSGRADO|SEGUNDA ESPECIALIDAD|91|SALUD|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.;
014|UNIVERSIDAD PERUANA CAYETANO HEREDIA|PRIVADO|LICENCIA OTORGADA|10|S|UPCH-LIMA|LIMA|LIMA|SL03|LIMA|LIMA|SAN ISIDRO|-12.091066|-77.052041|AUTORIZADO POR LIC.|PROGRAMA DE SEGUNDA ESPECIALIDAD PROFESIONAL EN IMPLANTOLOGIA ORAL INTEGRAL|POSGRADO|SEGUNDA ESPECIALIDAD|91|SALUD|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.;
054|UNIVERSIDAD PERUANA DE CIENCIAS APLICADAS S.A.C.|PRIVADO|LICENCIA OTORGADA|6|S|UPC-LIMA|LIMA|LIMA|SL07|LIMA|LIMA|SAN MIGUEL|-12.0810086|-77.0707359|AUTORIZADO POR LIC.|DISEÑO INDUSTRIAL|PREGRADO|CARRERA PROFESIONAL|21|ARTE|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.;
065|UNIVERSIDAD TECNOLOGICA DEL PERU S.A.C.|PRIVADO|LICENCIA OTORGADA|6|S|UTP-LIMA|LIMA|LIMA|SL04|LIMA|LIMA|LIMA|-12.0704665|-77.0367812|AUTORIZADO POR LIC.|INGENIERIA MECANICA|PREGRADO|CARRERA PROFESIONAL|71|INGENIERIA Y PROFESIONES AFINES|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.;
002|UNIVERSIDAD NACIONAL DE SAN CRISTOBAL DE HUAMANGA|PUBLICO|LICENCIA OTORGADA|6|S|UNSCH-AYACUCHO|AYACUCHO|HUAMANGA|SL01|AYACUCHO|HUAMANGA|AYACUCHO|-13.1612654|-74.2257339|AUTORIZADO POR LIC.|MAESTRIA EN ATENCION INTEGRAL EN SALUD|POSGRADO|MAESTRIA|91|SALUD|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.;
014|UNIVERSIDAD PERUANA CAYETANO HEREDIA|PRIVADO|LICENCIA OTORGADA|10|S|UPCH-LIMA|LIMA|LIMA|SL01|LIMA|LIMA|SAN MARTIN DE PORRES|-12.0239471|-77.0564991|AUTORIZADO POR LIC.|MEDICINA OCUPACIONAL Y DEL MEDIO AMBIENTE|POSGRADO|SEGUNDA ESPECIALIDAD|02|SERVICIOS DE HIGIENE Y SALUD OCUPACIONAL|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.;
008|PONTIFICIA UNIVERSIDAD CATOLICA DEL PERU|PRIVADO|LICENCIA OTORGADA|10|S|PUCP-LIMA|LIMA|LIMA|SL01|LIMA|LIMA|SAN MIGUEL|-12.0693438|-77.080122|AUTORIZADO POR LIC.|PSICOLOGIA|POSGRADO|MAESTRIA|31|CIENCIAS SOCIALES Y DEL COMPORTAMIENTO|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.;
055|UNIVERSIDAD PRIVADA DEL NORTE S.A.C.|PRIVADO|LICENCIA OTORGADA|6|F02|UPN-LIMA|LIMA|LIMA|F02L04|LIMA|LIMA|SAN JUAN DE LURIGANCHO|-11.9841504|-77.0024242|AUTORIZADO POR LIC.|ADMINISTRACION Y SERVICIOS TURISTICOS|PREGRADO|CARRERA PROFESIONAL|01|SERVICIOS PERSONALES|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.;
065|UNIVERSIDAD TECNOLOGICA DEL PERU S.A.C.|PRIVADO|LICENCIA OTORGADA|6|S|UTP-LIMA|LIMA|LIMA|SL09|LIMA|LIMA|SAN JUAN DE LURIGANCHO|-11.98329601|-77.00953028|AUTORIZADO POR LIC.|INGENIERIA ELECTRICA Y DE POTENCIA|PREGRADO|CARRERA PROFESIONAL|71|INGENIERIA Y PROFESIONES AFINES|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.;
014|UNIVERSIDAD PERUANA CAYETANO HEREDIA|PRIVADO|LICENCIA OTORGADA|10|S|UPCH-LIMA|LIMA|LIMA|SL04|LIMA|LIMA|MIRAFLORES|-12.13402606|-77.02627908|AUTORIZADO POR LIC.|MAESTRIA EN IMPLANTOLOGIA ORAL INTEGRAL|POSGRADO|MAESTRIA|91|SALUD|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.;
014|UNIVERSIDAD PERUANA CAYETANO HEREDIA|PRIVADO|LICENCIA OTORGADA|10|S|UPCH-LIMA|LIMA|LIMA|SL01|LIMA|LIMA|SAN MARTIN DE PORRES|-12.0239471|-77.0564991|AUTORIZADO POR LIC.|MAESTRIA EN NEUROCIENCIA|POSGRADO|MAESTRIA|91|SALUD|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.;
005|UNIVERSIDAD NACIONAL DE SAN AGUSTIN DE AREQUIPA|PUBLICO|LICENCIA OTORGADA|10|S|UNSA-AREQUIPA|AREQUIPA|AREQUIPA|SL01|AREQUIPA|AREQUIPA|AREQUIPA|-16.4027681|-71.5255001|AUTORIZADO POR LIC.|ENERGIAS RENOVABLES|POSGRADO|SEGUNDA ESPECIALIDAD|71|INGENIERIA Y PROFESIONES AFINES|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.;
030|UNIVERSIDAD RICARDO PALMA|PRIVADO|LICENCIA OTORGADA|6|S01|URP-LIMA|LIMA|LIMA|S01L01|LIMA|LIMA|SANTIAGO DE SURCO|-12.1318458|-76.9796463|AUTORIZADO POR LIC.|SUB ESPECIALIDAD: PSIQUIATRIA DEL NIÑO Y DEL ADOLESCENTE|POSGRADO|SEGUNDA ESPECIALIDAD|00|NINGUNO|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.;
003|UNIVERSIDAD NACIONAL DE SAN ANTONIO ABAD DEL CUSCO|PUBLICO|LICENCIA OTORGADA|8|F07|UNSAAC-MADRE DE DIOS|MADRE DE DIOS|TAMBOPATA|F07L01|MADRE DE DIOS|TAMBOPATA|TAMBOPATA|-12.5825295|-69.1932762|AUTORIZADO POR LIC.|MAESTRIA EN INGENIERIA CIVIL MENCION RECURSOS HIDRICOS Y MEDIO AMBIENTE|POSGRADO|MAESTRIA|00|NINGUNO|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.;
014|UNIVERSIDAD PERUANA CAYETANO HEREDIA|PRIVADO|LICENCIA OTORGADA|10|S|UPCH-LIMA|LIMA|LIMA|SL03|LIMA|LIMA|SAN ISIDRO|-12.091066|-77.052041|AUTORIZADO POR LIC.|MAESTRIA EN ENDODONCIA|POSGRADO|MAESTRIA|91|SALUD|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.;
067A|UNIVERSIDAD CONTINENTAL S.A.C.|PRIVADO|LICENCIA OTORGADA|6|F03|UCONTINENTAL-LIMA|LIMA|LIMA|F03L01|LIMA|LIMA|MIRAFLORES|-12.1102981|-77.0279286|AUTORIZADO POR LIC.|MAESTRIA EN RECURSOS HUMANOS Y GESTION ORGANIZACIONAL|POSGRADO|MAESTRIA|41|ADMINISTRACION Y COMERCIO|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.;
030|UNIVERSIDAD RICARDO PALMA|PRIVADO|LICENCIA OTORGADA|6|S01|URP-LIMA|LIMA|LIMA|S01L01|LIMA|LIMA|SANTIAGO DE SURCO|-12.1318458|-76.9796463|AUTORIZADO POR LIC.|ESPECIALIDAD: MEDICINA INTENSIVA|POSGRADO|SEGUNDA ESPECIALIDAD|00|NINGUNO|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.;
065|UNIVERSIDAD TECNOLOGICA DEL PERU S.A.C.|PRIVADO|LICENCIA OTORGADA|6|F01|UTP-AREQUIPA|AREQUIPA|AREQUIPA|F01L02|AREQUIPA|AREQUIPA|AREQUIPA|-16.4075431|-71.5423196|AUTORIZADO POR LIC.|INGENIERIA DE SEGURIDAD INDUSTRIAL Y MINERA|PREGRADO|CARRERA PROFESIONAL|72|INDUSTRIA Y PRODUCCION|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.;
046|UNIVERSIDAD PRIVADA ANTENOR ORREGO|PRIVADO|LICENCIA OTORGADA|6|S|UPAO-LA LIBERTAD|LA LIBERTAD|TRUJILLO|SL01|LA LIBERTAD|TRUJILLO|TRUJILLO|-8.1270487|-79.0314756|AUTORIZADO POR LIC.|MAESTRIA EN PERIODISMO|POSGRADO|MAESTRIA|32|PERIODISMO E INFORMACION|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.;
020|UNIVERSIDAD FEMENINA DEL SAGRADO CORAZON|PRIVADO|LICENCIA OTORGADA|6|S|UNIFE-LIMA|LIMA|LIMA|SL01|LIMA|LIMA|LA MOLINA|-12.0716313|-76.9650529|AUTORIZADO POR LIC.|DOCTORADO EN EDUCACION|POSGRADO|DOCTORADO|19|OTROS PROGRAMAS EN EDUCACION|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.;
012|UNIVERSIDAD NACIONAL DEL ALTIPLANO|PUBLICO|LICENCIA OTORGADA|6|S|UNA-PUNO|PUNO|PUNO|SL01|PUNO|PUNO|PUNO|-15.8243805|-70.0162544|AUTORIZADO POR LIC.|MAESTRIA EN CONTABILIDAD Y ADMINISTRACION MENCION EN GESTION PUBLICA|POSGRADO|MAESTRIA|41|ADMINISTRACION Y COMERCIO|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.;
054|UNIVERSIDAD PERUANA DE CIENCIAS APLICADAS S.A.C.|PRIVADO|LICENCIA OTORGADA|6|S|UPC-LIMA|LIMA|LIMA|SL07|LIMA|LIMA|SAN MIGUEL|-12.0810086|-77.0707359|AUTORIZADO POR LIC.|MAESTRIA EN ADMINISTRACION Y DIRECCION DE PROYECTOS|POSGRADO|MAESTRIA|41|ADMINISTRACION Y COMERCIO|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.;
004|UNIVERSIDAD NACIONAL DE TRUJILLO|PUBLICO|LICENCIA OTORGADA|8|S|UNT-LA LIBERTAD|LA LIBERTAD|TRUJILLO|SL01|LA LIBERTAD|TRUJILLO|TRUJILLO|-8.1142716|-79.0383735|AUTORIZADO POR LIC.|DOCTORADO EN SALUD PUBLICA|POSGRADO|DOCTORADO|02|SERVICIOS DE HIGIENE Y SALUD OCUPACIONAL|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.;
015|UNIVERSIDAD CATOLICA DE SANTA MARIA|PRIVADO|LICENCIA OTORGADA|6|S|UCSM-AREQUIPA|AREQUIPA|AREQUIPA|SL01|AREQUIPA|AREQUIPA|AREQUIPA|-16.4061786|-71.5476298|AUTORIZADO POR LIC.|INGENIERIA ELECTRONICA|PREGRADO|CARRERA PROFESIONAL|71|INGENIERIA Y PROFESIONES AFINES|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.;
011|UNIVERSIDAD NACIONAL DE LA AMAZONIA PERUANA|PUBLICO|LICENCIA OTORGADA|8|S|UNAP-LORETO|LORETO|MAYNAS|SL08|LORETO|MAYNAS|IQUITOS|-3.7527575|-73.2699785|AUTORIZADO POR LIC.|SEGUNDA ESPECIALIDAD PROFESIONAL EN ENFERMERIA EN SALUD DEL NIÑO Y ADOLESCENTE|POSGRADO|SEGUNDA ESPECIALIDAD|00|NINGUNO|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.;
026|UNIVERSIDAD NACIONAL DANIEL ALCIDES CARRION|PUBLICO|LICENCIA OTORGADA|6|S|UNDAC-PASCO|PASCO|PASCO|SL01|PASCO|PASCO|YANACANCHA|-10.6683864|-76.2527205|AUTORIZADO POR LIC.|EDUCACION PRIMARIA|PREGRADO|CARRERA PROFESIONAL|11|EDUCACION INICIAL Y PRIMARIA|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.;
004|UNIVERSIDAD NACIONAL DE TRUJILLO|PUBLICO|LICENCIA OTORGADA|8|S|UNT-LA LIBERTAD|LA LIBERTAD|TRUJILLO|SL01|LA LIBERTAD|TRUJILLO|TRUJILLO|-8.1142716|-79.0383735|AUTORIZADO POR LIC.|ZOOTECNIA|PREGRADO|CARRERA PROFESIONAL|81|AGRICULTURA|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.;
079|UNIVERSIDAD ESAN|PRIVADO|LICENCIA OTORGADA|6|S|UE-LIMA|LIMA|LIMA|SL01|LIMA|LIMA|SANTIAGO DE SURCO|-12.1048857|-76.9616022|AUTORIZADO POR LIC.|MAESTRIA EN MARKETING|POSGRADO|MAESTRIA|41|ADMINISTRACION Y COMERCIO|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.;
019|UNIVERSIDAD DE SAN MARTIN DE PORRES|PRIVADO|LICENCIA OTORGADA|6|S|USMP-LIMA|LIMA|LIMA|SL01|LIMA|LIMA|SANTA ANITA|-12.045948|-76.9681914|AUTORIZADO POR LIC.|EDUCACION CON MENCION EN INFORMATICA Y TECNOLOGIA EDUCATIVA (VIRTUAL: SEMIPRESENCIAL)|POSGRADO|MAESTRIA|13|EDUCACION SUPERIOR Y TECNOLOGICA|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.;
